company_id,entity_id,period_id,statement_type,standard_account_id,standard_account_name,statement_section,amount_reporting,reporting_currency,scenario,reported_or_adjusted,adjustment_id,transaction_id,include_in_normalized,include_in_proforma,source_system,source_account_code,amount_source,sign_multiplier,source_sign_convention,load_id
COMP001,ENT_GMBH,FY2024,BS,inventory,Inventory,current_assets,27.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,3970,27.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2024,BS,ppe_net,"Property, Plant & Equipment, Net",noncurrent_assets,118.8,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,0400,118.8,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2024,BS,accounts_payable,Accounts Payable,current_liabilities,32.4,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,3300,32.4,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2024,BS,long_term_debt,Long-Term Debt,noncurrent_liabilities,70.2,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,3150,70.2,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2024,BS,common_stock,Common Stock,equity,86.4,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,2900,86.4,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2024,BS,retained_earnings,Retained Earnings,equity,37.8,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,2970,37.8,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,IS,revenue,Revenue,revenue,324.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,8400,324.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,IS,cogs,Cost of Goods Sold,cogs,-194.4,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,5000-DE,194.4,-1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,IS,opex,Operating Expenses,operating_expenses,-64.8,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,6300,64.8,-1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,IS,depreciation_amortization,Depreciation & Amortization,depreciation_amortization,-16.2,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,6220,16.2,-1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,IS,interest_expense,Interest Expense,interest,-5.4,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,7310,5.4,-1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,IS,income_tax_expense,Income Tax Expense,tax,-10.8,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,7645,10.8,-1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,cash,Cash and Cash Equivalents,current_assets,44.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,1600,44.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,accounts_receivable,Accounts Receivable,current_assets,55.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,1400,55.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,inventory,Inventory,current_assets,33.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,3970,33.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,ppe_net,"Property, Plant & Equipment, Net",noncurrent_assets,132.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,0400,132.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,accounts_payable,Accounts Payable,current_liabilities,38.5,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,3300,38.5,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,long_term_debt,Long-Term Debt,noncurrent_liabilities,66.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,3150,66.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,common_stock,Common Stock,equity,88.0,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,2900,88.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_GMBH,FY2025,BS,retained_earnings,Retained Earnings,equity,71.5,USD,ACTUAL,REPORTED,,,YES,YES,DATEV,2970,71.5,1,MAGNITUDE,L20260831-001
COMP001,ENT_ELIM,FY2025,IS,revenue,Revenue,revenue,-50.0,USD,ACTUAL,REPORTED,,,YES,YES,NETSUITE,4000,-50.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_ELIM,FY2025,IS,cogs,Cost of Goods Sold,cogs,50.0,USD,ACTUAL,REPORTED,,,YES,YES,NETSUITE,5000,-50.0,-1,MAGNITUDE,L20260831-001
COMP001,ENT_ELIM,FY2025,BS,accounts_receivable,Accounts Receivable,current_assets,-10.0,USD,ACTUAL,REPORTED,,,YES,YES,NETSUITE,1100,-10.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_ELIM,FY2025,BS,accounts_payable,Accounts Payable,current_liabilities,-10.0,USD,ACTUAL,REPORTED,,,YES,YES,NETSUITE,2000,-10.0,1,MAGNITUDE,L20260831-001
COMP001,ENT_PARENT,FY2025,IS,opex,Operating Expenses,operating_expenses,12.0,USD,ACTUAL,ADJUSTED,ADJ-001A,,YES,YES,ADJUSTMENT,ADJ-001A,12.0,1,SIGNED,ADJ-LOAD-001
COMP001,ENT_PARENT,FY2025,IS,income_tax_expense,Income Tax Expense,tax,-3.0,USD,ACTUAL,ADJUSTED,ADJ-001B,,YES,YES,ADJUSTMENT,ADJ-001B,-3.0,1,SIGNED,ADJ-LOAD-001
COMP001,ENT_PARENT,FY2025,IS,opex,Operating Expenses,operating_expenses,3.0,USD,ACTUAL,ADJUSTED,PF-001A,TXN-001,NO,YES,PROFORMA,PF-001A,3.0,1,SIGNED,PF-LOAD-001
COMP001,ENT_PARENT,FY2025,IS,income_tax_expense,Income Tax Expense,tax,-0.75,USD,ACTUAL,ADJUSTED,PF-001B,TXN-001,NO,YES,PROFORMA,PF-001B,-0.75,1,SIGNED,PF-LOAD-001
